Time,Execution Time
Thu Nov 26 16:37:46 2020,0.9283738136291504
Thu Nov 26 16:37:48 2020,1.0228359699249268
Thu Nov 26 16:37:51 2020,1.034574031829834
Thu Nov 26 16:37:53 2020,1.035048007965088
Thu Nov 26 16:37:55 2020,1.0308430194854736
Thu Nov 26 16:37:57 2020,0.989001989364624
Thu Nov 26 16:37:59 2020,1.0673480033874512
Thu Nov 26 16:38:01 2020,0.9221189022064209
Thu Nov 26 16:38:03 2020,1.0240058898925781
Thu Nov 26 16:38:05 2020,0.8788101673126221
Thu Nov 26 16:38:07 2020,1.1046488285064697
Thu Nov 26 16:38:09 2020,0.8738560676574707
Thu Nov 26 16:38:11 2020,1.0477509498596191
Thu Nov 26 16:38:13 2020,0.9257919788360596
Thu Nov 26 16:38:15 2020,0.9188187122344971
Thu Nov 26 16:38:17 2020,0.9836039543151855
Thu Nov 26 16:38:19 2020,1.0578389167785645
Thu Nov 26 16:38:21 2020,0.8963332176208496
Thu Nov 26 16:38:23 2020,0.9340300559997559
Thu Nov 26 16:38:25 2020,0.932671308517456
Thu Nov 26 16:38:27 2020,0.931185245513916
Thu Nov 26 16:38:29 2020,1.0407040119171143
Thu Nov 26 16:38:31 2020,1.0821430683135986
Thu Nov 26 16:38:33 2020,0.9596688747406006
Thu Nov 26 16:38:35 2020,0.8571231365203857
Thu Nov 26 16:38:37 2020,0.887117862701416
Thu Nov 26 16:38:39 2020,0.8997461795806885
Thu Nov 26 16:38:41 2020,0.9443180561065674
Thu Nov 26 16:38:43 2020,0.9174177646636963
Thu Nov 26 16:38:45 2020,1.0207798480987549
Thu Nov 26 16:38:47 2020,1.019423007965088
Thu Nov 26 16:38:49 2020,1.0239899158477783
Thu Nov 26 16:38:51 2020,0.9553489685058594
Thu Nov 26 16:38:53 2020,1.0086431503295898
Thu Nov 26 16:38:55 2020,0.9239888191223145
Thu Nov 26 16:38:57 2020,0.9134941101074219
Thu Nov 26 16:38:59 2020,0.9400241374969482
Thu Nov 26 16:39:01 2020,1.020751953125
Thu Nov 26 16:39:03 2020,1.0545330047607422
Thu Nov 26 16:39:05 2020,0.8780269622802734
Thu Nov 26 16:39:07 2020,0.9669959545135498
Thu Nov 26 16:39:09 2020,0.9131481647491455
Thu Nov 26 16:39:10 2020,0.8706302642822266
Thu Nov 26 16:39:12 2020,0.9866738319396973
